vendor_name,product_category,sku_id,origin_region,destination_dc,shipping_route,order_status,delay_reason,date_offset,order_value_eur,delivery_delay_days,cost_variance_pct
SolVita Mediterranean,Rice & Grains,SKU-042,Vietnam,DC-Stuttgart,Suez-Canal,Delivered,On-Time,-472,29193,3,-2
Hartmann Foods GmbH,Pasta & Noodles,SKU-040,Spain,DC-Stuttgart,Cape-of-Good-Hope,Partially-Delivered,Hormuz-Closure,-34,15119.2,24,13.3
PacRim Ingredients,Sauces & Condiments,SKU-071,China,DC-Mülheim,Cape-of-Good-Hope,Delivered,On-Time,-405,3644.26,1,4.4
SolVita Mediterranean,Baking Ingredients,SKU-103,Greece,DC-München,Cape-of-Good-Hope,Partially-Delivered,Customs-Hold,-267,28460.44,4,6.7
SolVita Mediterranean,Cooking Oils,SKU-065,China,DC-Stuttgart,Suez-Canal,Cancelled,Customs-Hold,-499,14293.45,5,-1.5
SolVita Mediterranean,Beverages,SKU-134,Germany,DC-Stuttgart,Air-Freight,Delivered,On-Time,-436,31754.12,1,4.3
Hartmann Foods GmbH,Baking Ingredients,SKU-049,Germany,DC-Hamburg,Direct-EU,Partially-Delivered,Route-Diversion,-703,11750.05,0,2.1
PacRim Ingredients,Beverages,SKU-193,Turkey,DC-Stuttgart,Hormuz-Strait,Delivered,On-Time,-684,46594.15,0,0.9
SolVita Mediterranean,Baking Ingredients,SKU-104,Turkey,DC-München,Direct-EU,Delayed,Hormuz-Closure,-256,1775.29,5,-0.9
SolVita Mediterranean,Baking Ingredients,SKU-058,Spain,DC-Hamburg,Hormuz-Strait,Delivered,On-Time,-394,17823.11,1,2.2
SolVita Mediterranean,Sauces & Condiments,SKU-054,Vietnam,DC-Hamburg,Direct-EU,Delivered,On-Time,-330,13860.2,2,1.7
Hartmann Foods GmbH,Pasta & Noodles,SKU-043,Greece,DC-Hamburg,Cape-of-Good-Hope,Cancelled,On-Time,-205,88548.47,4,6.1
SolVita Mediterranean,Beverages,SKU-039,Spain,DC-Mülheim,Air-Freight,Partially-Delivered,On-Time,-191,11209.04,6,4.4
PacRim Ingredients,Canned Goods,SKU-149,Italy,DC-Berlin,Direct-EU,Delayed,Carrier-Shortage,-84,37591.64,18,8.7
Hartmann Foods GmbH,Beverages,SKU-001,Turkey,DC-Mülheim,Suez-Canal,Partially-Delivered,Route-Diversion,-116,216899.86,13,7.5
SolVita Mediterranean,Rice & Grains,SKU-011,Thailand,DC-Berlin,Air-Freight,Cancelled,On-Time,-375,4135.47,9,4.2
PacRim Ingredients,Beverages,SKU-009,Greece,DC-München,Hormuz-Strait,In-Transit,Customs-Hold,-271,61124.09,7,4.5
Hartmann Foods GmbH,Baking Ingredients,SKU-030,China,DC-München,Air-Freight,Delivered,On-Time,-448,112771.93,1,5.2
PacRim Ingredients,Sauces & Condiments,SKU-124,China,DC-Mülheim,Hormuz-Strait,In-Transit,Carrier-Shortage,-592,4465.83,0,4.1
Hartmann Foods GmbH,Rice & Grains,SKU-149,Vietnam,DC-Berlin,Suez-Canal,Partially-Delivered,On-Time,-498,14691.94,7,1
SolVita Mediterranean,Sauces & Condiments,SKU-199,Thailand,DC-Stuttgart,Suez-Canal,In-Transit,On-Time,-544,15217.95,4,1.1
Hartmann Foods GmbH,Sauces & Condiments,SKU-190,China,DC-Hamburg,Direct-EU,Delivered,On-Time,-371,6037.26,1,-1.5
Hartmann Foods GmbH,Cooking Oils,SKU-060,Turkey,DC-Stuttgart,Cape-of-Good-Hope,In-Transit,Customs-Hold,-57,35490.21,17,11.2
PacRim Ingredients,Pasta & Noodles,SKU-066,Germany,DC-München,Suez-Canal,In-Transit,Customs-Hold,-446,25669.43,5,0.4
SolVita Mediterranean,Baking Ingredients,SKU-024,Germany,DC-Hamburg,Direct-EU,Delayed,Carrier-Shortage,-3,24191.59,14,9.9
Hartmann Foods GmbH,Beverages,SKU-005,China,DC-Stuttgart,Cape-of-Good-Hope,Delayed,Port-Congestion,-86,86530.41,16,9.7
Hartmann Foods GmbH,Sauces & Condiments,SKU-018,Thailand,DC-Mülheim,Hormuz-Strait,In-Transit,Port-Congestion,-722,15464.94,5,2.3
PacRim Ingredients,Baking Ingredients,SKU-199,Greece,DC-Berlin,Hormuz-Strait,Delayed,Weather,-140,21152.81,14,2.3
Hartmann Foods GmbH,Rice & Grains,SKU-034,Spain,DC-München,Air-Freight,Cancelled,On-Time,-565,41783.38,3,4.9
Hartmann Foods GmbH,Snacks & Nuts,SKU-066,Spain,DC-Hamburg,Direct-EU,Partially-Delivered,Customs-Hold,-253,46198.67,2,2
Hartmann Foods GmbH,Beverages,SKU-119,Thailand,DC-Berlin,Cape-of-Good-Hope,Delayed,On-Time,-335,71436.7,1,4.3
Hartmann Foods GmbH,Rice & Grains,SKU-039,Italy,DC-Berlin,Hormuz-Strait,Delivered,On-Time,-298,10415.73,1,4.4
PacRim Ingredients,Cooking Oils,SKU-130,Germany,DC-Mülheim,Suez-Canal,Delivered,On-Time,-409,77324.06,4,1
SolVita Mediterranean,Rice & Grains,SKU-142,Vietnam,DC-Stuttgart,Hormuz-Strait,Delivered,Weather,-341,24465.5,4,1.6
Hartmann Foods GmbH,Rice & Grains,SKU-097,Turkey,DC-Berlin,Direct-EU,Partially-Delivered,On-Time,-549,18461.29,0,1.7
SolVita Mediterranean,Pasta & Noodles,SKU-146,Italy,DC-München,Suez-Canal,Delivered,On-Time,-152,27839.9,3,1.9
Hartmann Foods GmbH,Beverages,SKU-163,Turkey,DC-Berlin,Air-Freight,Delivered,On-Time,-605,56607.03,0,2.8
Hartmann Foods GmbH,Baking Ingredients,SKU-079,Germany,DC-Hamburg,Hormuz-Strait,Delivered,Port-Congestion,-578,40812.56,3,4.2
SolVita Mediterranean,Snacks & Nuts,SKU-061,Vietnam,DC-Berlin,Cape-of-Good-Hope,In-Transit,On-Time,-519,28202.97,0,3.9
SolVita Mediterranean,Sauces & Condiments,SKU-045,Turkey,DC-Berlin,Cape-of-Good-Hope,In-Transit,On-Time,-237,2548.28,4,5.4
SolVita Mediterranean,Canned Goods,SKU-170,Italy,DC-Hamburg,Direct-EU,Delayed,On-Time,-265,21595.93,5,-0.5
SolVita Mediterranean,Baking Ingredients,SKU-123,Turkey,DC-Stuttgart,Direct-EU,Delivered,Carrier-Shortage,-441,32047.01,8,0.4
SolVita Mediterranean,Cooking Oils,SKU-036,Italy,DC-Hamburg,Suez-Canal,Partially-Delivered,Route-Diversion,-196,89923.78,5,2.3
Hartmann Foods GmbH,Cooking Oils,SKU-133,Greece,DC-Stuttgart,Suez-Canal,In-Transit,On-Time,-421,38835.17,5,1.7
PacRim Ingredients,Sauces & Condiments,SKU-089,Germany,DC-München,Direct-EU,Delayed,On-Time,-327,20982.27,4,1.5
PacRim Ingredients,Cooking Oils,SKU-068,Vietnam,DC-Hamburg,Cape-of-Good-Hope,Delivered,On-Time,-709,49279.75,0,2.5
Hartmann Foods GmbH,Rice & Grains,SKU-043,Germany,DC-München,Hormuz-Strait,Delivered,On-Time,-339,31016.17,1,4.6
SolVita Mediterranean,Baking Ingredients,SKU-152,Germany,DC-München,Direct-EU,Delivered,Hormuz-Closure,-356,13644.68,7,-1.8
PacRim Ingredients,Rice & Grains,SKU-088,Italy,DC-Hamburg,Direct-EU,Partially-Delivered,Weather,-108,54494.43,10,8.3
Hartmann Foods GmbH,Sauces & Condiments,SKU-096,Germany,DC-Stuttgart,Direct-EU,Delayed,Route-Diversion,-565,17828.69,6,-0.7
PacRim Ingredients,Snacks & Nuts,SKU-040,Vietnam,DC-Mülheim,Hormuz-Strait,Cancelled,Hormuz-Closure,-73,60099.78,12,10.9
Hartmann Foods GmbH,Canned Goods,SKU-098,Spain,DC-Stuttgart,Direct-EU,Delivered,On-Time,-326,500,1,1.3
Hartmann Foods GmbH,Canned Goods,SKU-187,Greece,DC-Mülheim,Hormuz-Strait,Delivered,On-Time,-530,19770.63,1,2
SolVita Mediterranean,Pasta & Noodles,SKU-051,Spain,DC-Stuttgart,Cape-of-Good-Hope,In-Transit,On-Time,-472,32560.3,7,4.6
Hartmann Foods GmbH,Cooking Oils,SKU-012,Italy,DC-Stuttgart,Suez-Canal,Cancelled,Hormuz-Closure,-108,70188.25,16,4.5
Hartmann Foods GmbH,Snacks & Nuts,SKU-063,Italy,DC-München,Cape-of-Good-Hope,Partially-Delivered,Port-Congestion,-334,21249.48,7,2.5
PacRim Ingredients,Pasta & Noodles,SKU-173,China,DC-München,Hormuz-Strait,Delivered,On-Time,-630,5684.18,1,1.7
Hartmann Foods GmbH,Pasta & Noodles,SKU-129,Italy,DC-München,Direct-EU,Delivered,On-Time,-606,24549.27,0,2.1
PacRim Ingredients,Baking Ingredients,SKU-173,Germany,DC-München,Cape-of-Good-Hope,Delivered,On-Time,-181,6146.79,3,4.2
Hartmann Foods GmbH,Cooking Oils,SKU-186,China,DC-München,Suez-Canal,Cancelled,On-Time,-350,14483.17,6,3.1
PacRim Ingredients,Cooking Oils,SKU-076,Vietnam,DC-Mülheim,Cape-of-Good-Hope,Cancelled,Carrier-Shortage,-12,2187.56,23,14.7
SolVita Mediterranean,Sauces & Condiments,SKU-039,Italy,DC-München,Air-Freight,In-Transit,Customs-Hold,-162,3431.58,10,6.2
Hartmann Foods GmbH,Cooking Oils,SKU-028,Germany,DC-Mülheim,Suez-Canal,Partially-Delivered,Hormuz-Closure,-129,6981.32,0,2.1
Hartmann Foods GmbH,Rice & Grains,SKU-010,Thailand,DC-Stuttgart,Hormuz-Strait,Cancelled,On-Time,-700,16267.2,3,2
Hartmann Foods GmbH,Rice & Grains,SKU-053,Germany,DC-Hamburg,Direct-EU,In-Transit,On-Time,-261,12274.17,9,2.4
PacRim Ingredients,Rice & Grains,SKU-068,Vietnam,DC-Hamburg,Air-Freight,Delivered,On-Time,-218,19065.39,1,3.5
Hartmann Foods GmbH,Sauces & Condiments,SKU-116,Italy,DC-München,Suez-Canal,In-Transit,Hormuz-Closure,-584,1043.43,5,1.4
Hartmann Foods GmbH,Canned Goods,SKU-059,Thailand,DC-Mülheim,Hormuz-Strait,Delivered,On-Time,-369,1239.59,1,3.1
SolVita Mediterranean,Sauces & Condiments,SKU-194,Turkey,DC-München,Direct-EU,Delivered,On-Time,-380,13260.06,1,0.2
PacRim Ingredients,Cooking Oils,SKU-017,Spain,DC-München,Hormuz-Strait,Delayed,Hormuz-Closure,-72,17038.46,22,9.7
Hartmann Foods GmbH,Sauces & Condiments,SKU-195,Thailand,DC-Hamburg,Suez-Canal,Delivered,On-Time,-564,2678.34,0,1.5
SolVita Mediterranean,Beverages,SKU-056,Germany,DC-Mülheim,Air-Freight,Delivered,On-Time,-221,80766.86,1,8.2
PacRim Ingredients,Canned Goods,SKU-002,Italy,DC-Hamburg,Cape-of-Good-Hope,Delivered,On-Time,-680,26953.99,0,3.8
Hartmann Foods GmbH,Pasta & Noodles,SKU-185,Greece,DC-Berlin,Air-Freight,Delivered,On-Time,-208,13226.96,1,6
PacRim Ingredients,Baking Ingredients,SKU-149,Greece,DC-Hamburg,Hormuz-Strait,Delivered,On-Time,-357,42406.52,1,3.7
SolVita Mediterranean,Sauces & Condiments,SKU-026,Spain,DC-Hamburg,Air-Freight,Delivered,On-Time,-651,12105.66,0,5.1
SolVita Mediterranean,Beverages,SKU-091,Thailand,DC-Stuttgart,Air-Freight,Cancelled,On-Time,-162,41998.15,5,4.9
SolVita Mediterranean,Baking Ingredients,SKU-077,Vietnam,DC-Berlin,Air-Freight,Delivered,On-Time,-277,23446.45,3,7.5
Hartmann Foods GmbH,Beverages,SKU-091,Spain,DC-München,Direct-EU,Delivered,On-Time,-497,19859.18,1,0.9
PacRim Ingredients,Pasta & Noodles,SKU-177,China,DC-Hamburg,Hormuz-Strait,Delayed,On-Time,-154,32101.78,7,1.1
Hartmann Foods GmbH,Sauces & Condiments,SKU-045,Greece,DC-München,Suez-Canal,Delivered,On-Time,-591,26030.71,3,0.5
Hartmann Foods GmbH,Beverages,SKU-016,Spain,DC-Berlin,Air-Freight,Delivered,On-Time,-208,51712.8,1,4.1
SolVita Mediterranean,Pasta & Noodles,SKU-057,Italy,DC-Mülheim,Direct-EU,Delayed,On-Time,-149,3008.95,9,3.5
SolVita Mediterranean,Sauces & Condiments,SKU-090,Vietnam,DC-Berlin,Cape-of-Good-Hope,In-Transit,Customs-Hold,-137,16273.35,10,6.5
SolVita Mediterranean,Cooking Oils,SKU-164,Italy,DC-Hamburg,Hormuz-Strait,Delivered,On-Time,-691,39862.11,0,0.4
Hartmann Foods GmbH,Pasta & Noodles,SKU-041,Germany,DC-Mülheim,Air-Freight,Delayed,On-Time,-483,33344.27,2,5.8
Hartmann Foods GmbH,Canned Goods,SKU-035,Germany,DC-Hamburg,Cape-of-Good-Hope,Delivered,Port-Congestion,-387,4757.9,7,4.3
PacRim Ingredients,Canned Goods,SKU-074,Italy,DC-Mülheim,Direct-EU,In-Transit,On-Time,-519,2368.9,3,1.7
Hartmann Foods GmbH,Pasta & Noodles,SKU-067,Spain,DC-München,Hormuz-Strait,Delayed,Hormuz-Closure,-107,13819.25,12,6.2
SolVita Mediterranean,Pasta & Noodles,SKU-005,Spain,DC-Stuttgart,Hormuz-Strait,Partially-Delivered,On-Time,-261,23258.94,3,1.8
Hartmann Foods GmbH,Pasta & Noodles,SKU-166,Greece,DC-Hamburg,Air-Freight,Delivered,On-Time,-550,15796.1,2,3.5
PacRim Ingredients,Beverages,SKU-104,Thailand,DC-Hamburg,Cape-of-Good-Hope,Delivered,Customs-Hold,-118,48485.29,10,9.7
SolVita Mediterranean,Baking Ingredients,SKU-023,China,DC-München,Direct-EU,In-Transit,On-Time,-275,25127.87,1,0
PacRim Ingredients,Pasta & Noodles,SKU-013,Thailand,DC-Stuttgart,Cape-of-Good-Hope,Delayed,Hormuz-Closure,-81,3471.28,16,6.4
Hartmann Foods GmbH,Cooking Oils,SKU-116,Spain,DC-Mülheim,Suez-Canal,In-Transit,On-Time,-404,18554.67,2,0.2
SolVita Mediterranean,Snacks & Nuts,SKU-063,China,DC-Hamburg,Air-Freight,Partially-Delivered,On-Time,-86,60856.7,14,14.1
SolVita Mediterranean,Sauces & Condiments,SKU-085,Turkey,DC-München,Suez-Canal,Cancelled,Carrier-Shortage,-709,5825.68,4,1.5
PacRim Ingredients,Sauces & Condiments,SKU-147,Vietnam,DC-Stuttgart,Air-Freight,Delivered,On-Time,-359,15928.39,1,4.6
SolVita Mediterranean,Baking Ingredients,SKU-148,Turkey,DC-München,Suez-Canal,Delayed,On-Time,-302,181602.06,9,0.3
Hartmann Foods GmbH,Cooking Oils,SKU-050,Germany,DC-Stuttgart,Direct-EU,Cancelled,On-Time,-688,8013.67,3,-2
PacRim Ingredients,Pasta & Noodles,SKU-155,Vietnam,DC-Hamburg,Direct-EU,Partially-Delivered,Customs-Hold,-142,24765.12,2,6.9
SolVita Mediterranean,Cooking Oils,SKU-196,Germany,DC-München,Hormuz-Strait,Cancelled,Port-Congestion,-97,31992.1,18,8.1
SolVita Mediterranean,Canned Goods,SKU-060,Spain,DC-Mülheim,Cape-of-Good-Hope,Delivered,On-Time,-433,11002.3,1,6.4
SolVita Mediterranean,Beverages,SKU-065,Italy,DC-Mülheim,Hormuz-Strait,Delivered,On-Time,-545,16423.41,1,0.3
SolVita Mediterranean,Pasta & Noodles,SKU-074,Thailand,DC-München,Air-Freight,In-Transit,On-Time,-485,5461.93,9,5.7
Hartmann Foods GmbH,Pasta & Noodles,SKU-022,Turkey,DC-Stuttgart,Air-Freight,Delivered,On-Time,-353,41132.3,1,3.8
SolVita Mediterranean,Rice & Grains,SKU-174,Germany,DC-München,Air-Freight,In-Transit,Route-Diversion,-93,25268.05,11,10.8
Hartmann Foods GmbH,Beverages,SKU-070,China,DC-Mülheim,Direct-EU,In-Transit,Port-Congestion,-656,166666.41,2,0.2
PacRim Ingredients,Cooking Oils,SKU-147,Greece,DC-München,Cape-of-Good-Hope,Delayed,Hormuz-Closure,-63,59226.83,21,12.9
PacRim Ingredients,Sauces & Condiments,SKU-176,China,DC-Hamburg,Cape-of-Good-Hope,Delayed,Route-Diversion,-27,37643.32,23,15
SolVita Mediterranean,Snacks & Nuts,SKU-027,Italy,DC-Mülheim,Direct-EU,In-Transit,On-Time,-597,38381.1,1,0.1
PacRim Ingredients,Cooking Oils,SKU-058,Vietnam,DC-München,Suez-Canal,Delivered,Hormuz-Closure,-128,55650.68,13,0.2
Hartmann Foods GmbH,Baking Ingredients,SKU-166,Greece,DC-Berlin,Suez-Canal,Partially-Delivered,On-Time,-115,15230.21,17,3.2
Hartmann Foods GmbH,Beverages,SKU-164,Italy,DC-Berlin,Cape-of-Good-Hope,Partially-Delivered,Route-Diversion,-127,62640.78,8,5
PacRim Ingredients,Rice & Grains,SKU-025,Vietnam,DC-München,Suez-Canal,In-Transit,Weather,-447,5620.17,2,-0.2
Hartmann Foods GmbH,Beverages,SKU-003,Turkey,DC-Hamburg,Air-Freight,In-Transit,Route-Diversion,-115,57199.84,18,8.2
PacRim Ingredients,Beverages,SKU-031,Spain,DC-Berlin,Direct-EU,Delivered,On-Time,-601,12162.51,0,0.4
SolVita Mediterranean,Canned Goods,SKU-056,Spain,DC-München,Suez-Canal,Partially-Delivered,Hormuz-Closure,-80,17671.74,26,9.9
Hartmann Foods GmbH,Rice & Grains,SKU-070,Thailand,DC-Hamburg,Suez-Canal,Delivered,Port-Congestion,-586,2357.05,7,-0.9
PacRim Ingredients,Snacks & Nuts,SKU-030,Germany,DC-Mülheim,Direct-EU,Delivered,On-Time,-517,47140.62,1,1.9
SolVita Mediterranean,Snacks & Nuts,SKU-023,Vietnam,DC-Berlin,Air-Freight,Delayed,On-Time,-440,6223.43,4,6.9
Hartmann Foods GmbH,Pasta & Noodles,SKU-028,Greece,DC-München,Hormuz-Strait,Delivered,On-Time,-384,9686.65,1,3.7
Hartmann Foods GmbH,Cooking Oils,SKU-180,Greece,DC-Mülheim,Suez-Canal,Partially-Delivered,Route-Diversion,-8,66780.42,23,12.7
Hartmann Foods GmbH,Baking Ingredients,SKU-054,Spain,DC-Mülheim,Air-Freight,Delivered,On-Time,-400,24694.36,1,4.5
PacRim Ingredients,Sauces & Condiments,SKU-018,Greece,DC-Berlin,Direct-EU,Delivered,On-Time,-573,2801.77,1,0.4
Hartmann Foods GmbH,Canned Goods,SKU-058,Turkey,DC-Mülheim,Suez-Canal,Cancelled,Hormuz-Closure,-575,16764.29,3,3.1
PacRim Ingredients,Baking Ingredients,SKU-081,Vietnam,DC-Hamburg,Air-Freight,In-Transit,On-Time,-72,50531.3,16,9.2
PacRim Ingredients,Rice & Grains,SKU-192,Turkey,DC-München,Direct-EU,Delivered,On-Time,-491,14249.28,1,2.3
PacRim Ingredients,Rice & Grains,SKU-037,Thailand,DC-Berlin,Cape-of-Good-Hope,Delivered,On-Time,-399,868.92,1,4.5
PacRim Ingredients,Rice & Grains,SKU-088,Vietnam,DC-Berlin,Cape-of-Good-Hope,Delivered,On-Time,-465,7917.5,1,5.5
PacRim Ingredients,Beverages,SKU-067,Turkey,DC-Mülheim,Air-Freight,Partially-Delivered,Route-Diversion,-444,11263.91,5,3.2
Hartmann Foods GmbH,Sauces & Condiments,SKU-011,Spain,DC-Hamburg,Direct-EU,Delivered,On-Time,-595,8853.02,0,3.1
PacRim Ingredients,Beverages,SKU-059,Vietnam,DC-Berlin,Cape-of-Good-Hope,In-Transit,On-Time,-395,2728.63,2,4.2
SolVita Mediterranean,Canned Goods,SKU-132,China,DC-München,Cape-of-Good-Hope,Partially-Delivered,Port-Congestion,-719,17566.88,5,4.4
SolVita Mediterranean,Canned Goods,SKU-104,Greece,DC-Stuttgart,Direct-EU,Delivered,On-Time,-168,20745.68,2,2.8
SolVita Mediterranean,Canned Goods,SKU-038,Spain,DC-Mülheim,Suez-Canal,Delivered,On-Time,-699,7236.24,3,-0.9
PacRim Ingredients,Sauces & Condiments,SKU-157,Germany,DC-München,Air-Freight,Delivered,On-Time,-508,21143.78,1,6.4
Hartmann Foods GmbH,Cooking Oils,SKU-106,Italy,DC-Berlin,Cape-of-Good-Hope,Partially-Delivered,Port-Congestion,-446,62296.63,3,2.5
PacRim Ingredients,Beverages,SKU-078,Germany,DC-Stuttgart,Suez-Canal,Cancelled,On-Time,-252,18705.32,4,4.1
Hartmann Foods GmbH,Canned Goods,SKU-130,Germany,DC-München,Direct-EU,Delivered,On-Time,-179,2583.41,2,0.3
SolVita Mediterranean,Rice & Grains,SKU-039,China,DC-Mülheim,Direct-EU,In-Transit,On-Time,-226,41458.35,3,5.1
PacRim Ingredients,Snacks & Nuts,SKU-010,Italy,DC-Stuttgart,Hormuz-Strait,Partially-Delivered,Hormuz-Closure,-18,190729.63,28,13.5
Hartmann Foods GmbH,Canned Goods,SKU-047,Thailand,DC-Berlin,Direct-EU,In-Transit,Customs-Hold,-441,21106.86,12,1.7
SolVita Mediterranean,Pasta & Noodles,SKU-140,Vietnam,DC-Berlin,Air-Freight,Delivered,On-Time,-186,12872.79,1,5.6
PacRim Ingredients,Rice & Grains,SKU-200,Spain,DC-Mülheim,Cape-of-Good-Hope,Delivered,On-Time,-561,4192.78,2,4.1
SolVita Mediterranean,Beverages,SKU-128,Germany,DC-Berlin,Suez-Canal,In-Transit,On-Time,-495,47090.39,3,4.1
PacRim Ingredients,Sauces & Condiments,SKU-130,Thailand,DC-München,Cape-of-Good-Hope,Delivered,On-Time,-442,6541.79,1,5.3
SolVita Mediterranean,Cooking Oils,SKU-011,Italy,DC-Berlin,Cape-of-Good-Hope,In-Transit,On-Time,-724,3600.19,1,5.8
PacRim Ingredients,Baking Ingredients,SKU-042,Germany,DC-Mülheim,Hormuz-Strait,Delivered,On-Time,-405,12908.49,1,2.3
Hartmann Foods GmbH,Baking Ingredients,SKU-088,Italy,DC-München,Cape-of-Good-Hope,Partially-Delivered,On-Time,-698,4053.85,7,4.4
PacRim Ingredients,Canned Goods,SKU-142,China,DC-München,Hormuz-Strait,Cancelled,On-Time,-416,8569.63,6,2.9
Hartmann Foods GmbH,Baking Ingredients,SKU-200,Turkey,DC-Hamburg,Cape-of-Good-Hope,Cancelled,Carrier-Shortage,-667,12309.46,3,2.5
SolVita Mediterranean,Canned Goods,SKU-162,Thailand,DC-München,Cape-of-Good-Hope,Delivered,On-Time,-325,23015.21,1,4.2
SolVita Mediterranean,Pasta & Noodles,SKU-042,Italy,DC-Mülheim,Air-Freight,Delivered,On-Time,-229,15450.87,1,4.8
Hartmann Foods GmbH,Beverages,SKU-149,China,DC-Hamburg,Suez-Canal,Delivered,On-Time,-212,54207.41,3,1.5
SolVita Mediterranean,Rice & Grains,SKU-033,Thailand,DC-Stuttgart,Suez-Canal,In-Transit,Weather,-535,1522.89,6,0.2
Hartmann Foods GmbH,Pasta & Noodles,SKU-088,China,DC-Hamburg,Cape-of-Good-Hope,Delivered,On-Time,-635,23618.28,2,6.6
SolVita Mediterranean,Sauces & Condiments,SKU-042,Thailand,DC-Berlin,Cape-of-Good-Hope,Delayed,On-Time,-368,4338.41,10,6.9
PacRim Ingredients,Cooking Oils,SKU-108,Vietnam,DC-München,Hormuz-Strait,Cancelled,On-Time,-399,65330.2,4,4.1
PacRim Ingredients,Sauces & Condiments,SKU-016,Vietnam,DC-Hamburg,Cape-of-Good-Hope,Delivered,On-Time,-443,3501.95,4,0.4
PacRim Ingredients,Beverages,SKU-181,Greece,DC-München,Air-Freight,Delivered,Port-Congestion,-375,36468.9,4,3.7
Hartmann Foods GmbH,Sauces & Condiments,SKU-041,China,DC-München,Direct-EU,Delivered,On-Time,-90,97784.46,3,4.1
SolVita Mediterranean,Sauces & Condiments,SKU-138,Turkey,DC-Berlin,Direct-EU,Delivered,Customs-Hold,-569,6964.37,7,-0.6
Hartmann Foods GmbH,Rice & Grains,SKU-093,Italy,DC-Hamburg,Air-Freight,Delivered,Carrier-Shortage,-151,22642.6,0,4.3
SolVita Mediterranean,Pasta & Noodles,SKU-159,Vietnam,DC-Hamburg,Cape-of-Good-Hope,Delivered,On-Time,-112,40941.56,2,11.8
Hartmann Foods GmbH,Beverages,SKU-152,Thailand,DC-Stuttgart,Hormuz-Strait,Delivered,On-Time,-441,23111.13,1,2.2
Hartmann Foods GmbH,Sauces & Condiments,SKU-047,Germany,DC-Stuttgart,Hormuz-Strait,Delivered,Carrier-Shortage,-255,24808.02,8,5.4
PacRim Ingredients,Beverages,SKU-132,Italy,DC-Berlin,Hormuz-Strait,Delivered,On-Time,-542,48690.79,1,2.9
SolVita Mediterranean,Canned Goods,SKU-023,Turkey,DC-München,Cape-of-Good-Hope,Partially-Delivered,On-Time,-679,9316.49,5,2.8
PacRim Ingredients,Pasta & Noodles,SKU-003,Spain,DC-Berlin,Direct-EU,Delivered,On-Time,-150,30933.75,4,2.8
Hartmann Foods GmbH,Pasta & Noodles,SKU-186,Thailand,DC-Mülheim,Suez-Canal,Delivered,On-Time,-276,28412.38,2,3.6
SolVita Mediterranean,Beverages,SKU-013,Spain,DC-Berlin,Air-Freight,In-Transit,Customs-Hold,-333,42737.33,5,4.3
SolVita Mediterranean,Pasta & Noodles,SKU-008,Turkey,DC-Hamburg,Air-Freight,Delayed,On-Time,-448,23078.96,8,6.2
Hartmann Foods GmbH,Rice & Grains,SKU-144,Germany,DC-Berlin,Air-Freight,Partially-Delivered,On-Time,-157,30065.23,6,5.9
PacRim Ingredients,Snacks & Nuts,SKU-041,Italy,DC-München,Air-Freight,Delivered,On-Time,-670,6118.92,0,5.4
Hartmann Foods GmbH,Canned Goods,SKU-062,Turkey,DC-Hamburg,Hormuz-Strait,Cancelled,On-Time,-383,1164.34,6,2.5
SolVita Mediterranean,Cooking Oils,SKU-041,Spain,DC-Berlin,Hormuz-Strait,Delivered,On-Time,-443,6663.68,1,1.3
PacRim Ingredients,Rice & Grains,SKU-060,Spain,DC-Mülheim,Air-Freight,Delivered,On-Time,-360,24567.54,1,4.8
PacRim Ingredients,Baking Ingredients,SKU-048,Germany,DC-Berlin,Suez-Canal,Delivered,On-Time,-635,48498.45,0,-0.1
Hartmann Foods GmbH,Pasta & Noodles,SKU-142,Germany,DC-Berlin,Direct-EU,Delayed,Route-Diversion,-93,1081.66,21,7.1
PacRim Ingredients,Cooking Oils,SKU-066,Turkey,DC-Berlin,Hormuz-Strait,Delivered,On-Time,-555,16087.99,0,2.6
SolVita Mediterranean,Rice & Grains,SKU-197,Vietnam,DC-Mülheim,Direct-EU,Delivered,On-Time,-195,55143.22,1,2.5
SolVita Mediterranean,Canned Goods,SKU-195,Spain,DC-Berlin,Direct-EU,Delivered,On-Time,-516,14872.53,3,0.6
PacRim Ingredients,Sauces & Condiments,SKU-095,Italy,DC-Mülheim,Hormuz-Strait,Partially-Delivered,Customs-Hold,-317,7464.69,5,2.5
PacRim Ingredients,Sauces & Condiments,SKU-040,China,DC-Berlin,Suez-Canal,Partially-Delivered,Route-Diversion,-629,12419.23,5,2
SolVita Mediterranean,Canned Goods,SKU-007,Spain,DC-Hamburg,Hormuz-Strait,In-Transit,On-Time,-390,19807.9,6,2.1
PacRim Ingredients,Canned Goods,SKU-057,Vietnam,DC-München,Cape-of-Good-Hope,In-Transit,Route-Diversion,-63,38091.33,12,10.9
PacRim Ingredients,Sauces & Condiments,SKU-145,Thailand,DC-Berlin,Hormuz-Strait,In-Transit,Weather,-225,31459.68,7,5.3
PacRim Ingredients,Baking Ingredients,SKU-050,China,DC-Stuttgart,Suez-Canal,Delivered,On-Time,-244,1624,1,0.8
PacRim Ingredients,Sauces & Condiments,SKU-051,Turkey,DC-Berlin,Cape-of-Good-Hope,Partially-Delivered,Route-Diversion,-5,45616.97,32,14.8
